Commit SHA, Java File, Old function signature, New function signature
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.BlockUtilities,getBlock(String, String),getBlock(Workspace, String, String)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.PageDrawerLoadingUtils,loadPagesAndDrawers(Element, FactoryManager),loadPagesAndDrawers(Workspace, Element, FactoryManager)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.RenderableBlock,RenderableBlock(WorkspaceWidget, Long, boolean),RenderableBlock(Workspace, WorkspaceWidget, Long, boolean)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.BlockUtilities,getPlusBlocks(String),getPlusBlocks(Workspace, String)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.Page,Page(String, int, int, String, boolean, Color),Page(Workspace, String, int, int, String, boolean, Color)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.ZoomSlider,ZoomSlider(),ZoomSlider(Workspace)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.BlockUtilities,getDigits(String),getDigits(Workspace, String)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.typeblocking.LinkFinderUtil,connectBlocks(Block, Block),connectBlocks(Workspace, Block, Block)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.FactoryManager,FactoryManager(),FactoryManager(Workspace)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblockutil.Navigator,Navigator(Type),Navigator(Workspace, Type)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.BlockCanvas,BlockCanvas(),BlockCanvas(Workspace)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.BlockLinkChecker,canLink(Block, Block, BlockConnector, BlockConnector),canLink(Workspace, Block, Block, BlockConnector, BlockConnector)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.TrashCan,TrashCan(Image, Image),TrashCan(Workspace, Image, Image)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.SocketLabel,SocketLabel(BlockConnector, String, BlockLabel.Type, boolean, long),SocketLabel(Workspace, BlockConnector, String, BlockLabel.Type, boolean, long)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.Comment,Comment(String, CommentSource, Color, double),Comment(Workspace, String, CommentSource, Color, double)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.BlockUtilities,blockExists(BlockNode),blockExists(Workspace, BlockNode)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.MiniMap,MiniMap(),MiniMap(Workspace)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.typeblocking.BlockDropAnimator,BlockDropAnimator(Point, RenderableBlock, RenderableBlock),BlockDropAnimator(Workspace, Point, RenderableBlock, RenderableBlock)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.NameLabel,NameLabel(String, BlockLabel.Type, boolean, long),NameLabel(Workspace, String, BlockLabel.Type, boolean, long)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.BlockConnector,BlockConnector(String, PositionType, String, boolean, boolean, String, Long),BlockConnector(Workspace, String, PositionType, String, boolean, boolean, String, Long)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.Block,Block(String, String, boolean),Block(Workspace, String, String, boolean)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.Block,Block(String, String),Block(Workspace, String, String)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.BlockUtilities,makeRenderable(BlockNode, WorkspaceWidget),makeRenderable(Workspace, BlockNode, WorkspaceWidget)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.typeblocking.TypeBlockManager,enableTypeBlockManager(BlockCanvas),enableTypeBlockManager(Workspace, BlockCanvas)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.PageLabel,PageLabel(String, BlockLabel.Type, boolean, long),PageLabel(Workspace, String, BlockLabel.Type, boolean, long)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.BlockConnector,BlockConnector(String, String, boolean, boolean),BlockConnector(Workspace, String, String, boolean, boolean)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.BlockLabel,BlockLabel(String, BlockLabel.Type, boolean, Color),BlockLabel(Workspace, String, BlockLabel.Type, boolean, Color)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.BlockConnector,BlockConnector(String, PositionType, String, boolean, boolean, Long),BlockConnector(Workspace, String, PositionType, String, boolean, boolean, Long)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.BlockConnector,BlockConnector(String, String, Long),BlockConnector(Workspace, String, String, Long)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblockutil.GlassExplorer,GlassExplorer(),GlassExplorer(Workspace)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.Page,Page(String, int, int, String),Page(Workspace, String, int, int, String)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.Block,Block(String, boolean),Block(Workspace, String, boolean)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.WorkspaceEvent,WorkspaceEvent(WorkspaceWidget, String, int, boolean),WorkspaceEvent(Workspace, WorkspaceWidget, String, int, boolean)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.Block,Block(String),Block(Workspace, String)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.PageDivider,PageDivider(Page),PageDivider(Workspace, Page)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.Page,Page(String),Page(Workspace, String)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.WorkspaceEvent,WorkspaceEvent(WorkspaceWidget, String, int),WorkspaceEvent(Workspace, WorkspaceWidget, String, int)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.WorkspaceEvent,WorkspaceEvent(WorkspaceWidget, int, boolean),WorkspaceEvent(Workspace, WorkspaceWidget, int, boolean)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.WorkspaceEvent,WorkspaceEvent(WorkspaceWidget, BlockLink, int, boolean),WorkspaceEvent(Workspace, WorkspaceWidget, BlockLink, int, boolean)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.JComponentDragHandler,JComponentDragHandler(JComponent),JComponentDragHandler(Workspace, JComponent)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.WorkspaceEvent,WorkspaceEvent(WorkspaceWidget, BlockLink, int),WorkspaceEvent(Workspace, WorkspaceWidget, BlockLink, int)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.WorkspaceEvent,WorkspaceEvent(WorkspaceWidget, Long, int, boolean),WorkspaceEvent(Workspace, WorkspaceWidget, Long, int, boolean)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblocks.BlockLinkChecker,addRule(LinkRule),addRule(Workspace, LinkRule)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.FactoryRenderableBlock,FactoryRenderableBlock(WorkspaceWidget, Long),FactoryRenderableBlock(Workspace, WorkspaceWidget, Long)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.CommentLabel,CommentLabel(long),CommentLabel(Workspace, long)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.WorkspaceEvent,WorkspaceEvent(WorkspaceWidget, int),WorkspaceEvent(Workspace, WorkspaceWidget, int)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.codeblockutil.Navigator,Navigator(),Navigator(Workspace)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.typeblocking.TypeBlockManager,TypeBlockManager(BlockCanvas),TypeBlockManager(Workspace, BlockCanvas)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.WorkspaceEvent,WorkspaceEvent(WorkspaceWidget, Long, int),WorkspaceEvent(Workspace, WorkspaceWidget, Long, int)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.renderable.RenderableBlock,RenderableBlock(WorkspaceWidget, Long),RenderableBlock(Workspace, WorkspaceWidget, Long)
4996aaf57e71e6fa4a41c92af28a1d69e0f9f56b,src/main/java/edu.mit.blocks.workspace.Page,getBlankPage(),getBlankPage(Workspace)
